canonical_identity	entry_format_version	entry_id	inclusion_source_ids	inclusion_sources	inclusion_status	limitations	original_identifier	rejection_reason	resistance_axes	resolution_status	role_annotation	universe_type
symbol:ENTPD1|entrez:953	v0.5.0	tue_8d75f8389fc5d6642fddaeb69025155536df48f70ea3f2c4a222ca164561b18a	"[""tus_7607ab5744469c1b44b2858ad0153530fc44b0808e9ebaa63c700b5aa6066da0""]"	"[{""dataset_version"": ""benchmark_v1"", ""inclusion_rule"": ""policy-required benchmark union"", ""limitations"": [], ""source_class"": ""benchmark_union"", ""source_record_id"": ""symbol:ENTPD1|entrez:953""}]"	included	[]	ENTPD1		"[""metabolic_immune_suppression""]"	resolved_exact	metabolic immune-suppression target	discovery
symbol:EP300|entrez:2033	v0.5.0	tue_f867cbc203d8e0539e8ff67184b4261cbcdd61ebb74eca3cfbbaaa24786c3ee7	"[""tus_a40756722ce84c614116ce184caeef674410e7179c20b05d53eef432ae5c1ee1""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000100393""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	EP300		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERBB2|entrez:2064	v0.5.0	tue_9dff0dd5c206b783d52fbbec15045c8c173ff8a430ea9c8d524318d5e28fd4cc	"[""tus_794eaf4daeda9ccc586889cab13dcd72156ccf28dbc08bcc0482fa22250eceb3""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000141736""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERBB2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERBB3|entrez:2065	v0.5.0	tue_544f7f69ab467487a17a24769e6102723d17dbf795bc5a15a2af069d020e5d53	"[""tus_e556a944eda0f3eca86025b5c6c190bac6c39cfd0ae46fc02a29295625ab3866""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000065361""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERBB3		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERBB4|entrez:2066	v0.5.0	tue_7257352ca250f343aa4373338925912d02f8c11de8b08d9553e548531d092721	"[""tus_369fd0abbe9378492af25431a1979f62ffabdcc32e1ea55f11d3fb1846f2c4dd""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000178568""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERBB4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERCC2|entrez:2068	v0.5.0	tue_172c5613234b5d7e2e485809c97e19a8d92b420bfe558d1f73132d9cc64baf42	"[""tus_c09e7a8cb029db6d5ff2a77d3ef3ff770f3390bcc801e6aaca34a52cf5e32622""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000104884""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERCC2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERCC3|entrez:2071	v0.5.0	tue_885c3efc755f8d5185dd9ff8d8dd4f69ad06830a7c202ec5d128b309072625b6	"[""tus_aec65a9b10813ecd51b1cda036ab7e9cad7788b600c6952b932d6f1013eb99bd""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000163161""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERCC3		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERCC4|entrez:2072	v0.5.0	tue_de260975aa8b7258d781a34ff0a96864a2f6bf7ff9654d362f9ddabf7137c905	"[""tus_2567ddd1b6b92cd515c724b10616dc59cae32fb82d36e2ed62c543f8473f9cd7""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000175595""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERCC4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ERCC5|entrez:2073	v0.5.0	tue_c831485df5f360278edcf73906efeacba8484d1c1d88db5e9e53fb98be014073	"[""tus_ce67396b382712e39485d50a719122e5f3049618eed5df8d0a5281cb6b1d0635""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000134899""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ERCC5		"[""other_unresolved""]"	resolved_exact		discovery
symbol:ESR1|entrez:2099	v0.5.0	tue_0b093888d93b7f0033728e6d16fde4ac3f6bef36aefed08ae3987c682495c051	"[""tus_0a2053bcfb4ec4777ef58ceb3c9942758fa0dc5f07c77ec65b9585e0ff6a0c0d""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000091831""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	ESR1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:EZH2|entrez:2146	v0.5.0	tue_1ebfacd6fdeaf0fae234fca3c4e2bedb3d5973ceda43524fcd565216e11ffd8a	"[""tus_a778639f16c3d898a8bee3747f9009558f57517aa3f2dfd8baae8f381d276290""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000106462""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	EZH2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FANCA|entrez:2175	v0.5.0	tue_17592bc11b37355373eff4eaa3dce7ab6379c24654e1030d1d2370daf4291215	"[""tus_201bc36938437ecd3fa603911335327e37443a1ec338bfc8f9a20ab552343fc4""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000187741""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FANCA		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FANCD2|entrez:2177	v0.5.0	tue_d01845077557a5fe67d013e2b3ce9de7c0b963349f671313522bad7ef7812963	"[""tus_8a4212e5b740904a38b0703892b2cf5f3fddaec5b74f79ec857a6388e06f6c11""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000144554""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FANCD2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FANCE|entrez:2178	v0.5.0	tue_0c87ad14094865e653825158232f4c50f053b183e8c445eee85bb14377605a57	"[""tus_6b09048612fcb63f5e1a968cc1743de036210c8d3d32a0a9cc70a74a06ad7ae6""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000112039""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FANCE		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FANCF|entrez:2188	v0.5.0	tue_6bfcc45def6f765f2e938b68be68f5ff46956d87b0364e06f938e52cadb6cf40	"[""tus_9863c3ba79b4209afc69c346b084320c5f3d895deb1ca6a5f5595327cb26bae9""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000183161""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FANCF		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FAS|entrez:355	v0.5.0	tue_edc05a206fede0c4bd8da0624deb4de3e955fdc9aaa027d2478a948ff9dec46e	"[""tus_f8bc2652c49261e6e12c2e5d0b27a134ecae265f8e2b4b2fd380442f05a8595c""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000026103""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FAS		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FAT1|entrez:2195	v0.5.0	tue_3eb088b2e66d026a562dfb32ced45d61fe42e27bf85c28f8f5a64d2e83f85d72	"[""tus_bab5050b1aba58224536022772514534aa202514f6777e329fa56985554d74d5""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000083857""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FAT1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FAT4|entrez:79633	v0.5.0	tue_bbdd9b1f5a9a7db3c1ccf444d2678974ee41d2836db614ad7c0437e2cfe2837d	"[""tus_4b43d37b2042edb4977940951de9e775bb45383f6611dabc9e4671ffbd6e5380""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000196159""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FAT4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FBXO11|entrez:80204	v0.5.0	tue_347c0334457ca3c20a7dc43a07a7e963629dbb768d54872ecef5c05f65f930ef	"[""tus_f12da2d54e312eac5d199f35819f06bacc30b8dbbe12262d800ad3a50c062dd0""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000138081""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FBXO11		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FBXW7|entrez:55294	v0.5.0	tue_f25852a50ede95840fc04c01a5f4ada25145456550902a6f408124f68485b196	"[""tus_062a53c2292fbe4183c1fa6421fe8d3396ca7263bd2785060dba272cf79cb661""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000109670""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FBXW7		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FCRL4|entrez:83417	v0.5.0	tue_11b1518c50427abe7c4c5e5ad3189784f304133444958fa8cb02e20716a20986	"[""tus_066613e0c2c1e9279e781c01d151517f95c70a1aab9803263540517d974011ce""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000163518""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FCRL4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FGFR1|entrez:2260	v0.5.0	tue_fe7a9a06b287da74c893a547242a3889f633ffab70cf7678b4040fbaa039bba2	"[""tus_99eeafc820d9fbce63b1c8a7d7d994f42c1f4727bf0ed8c4de1e656b8d22c370""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000077782""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FGFR1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FGFR2|entrez:2263	v0.5.0	tue_5fb23966d7b8967185c5867201509e174194e8a697aa4b3d7e12701b14b9fce8	"[""tus_4734777aa95cb66772ebde20e6849ffa6242ca1c8e342caae42858c18e73de2d""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000066468""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FGFR2		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FGFR3|entrez:2261	v0.5.0	tue_4c57958f9754d416cdfc2a95d5627a9bf03f805d6402675e6e12a7310eecf7f6	"[""tus_a79a131c9a072a092cb9d37cf020c10b92012765e5e8fee90eeb5c53084f185d""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000068078""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FGFR3		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FGFR4|entrez:2264	v0.5.0	tue_f3d854fb3b2e4cb531365011db36a7c0a498f52bbf43eb9e5139a99e3d830318	"[""tus_97cbd79c55dbf7f5e6a31f333b3ac8df2e4002ad5c6059c075a5b50945f05e12""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000160867""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FGFR4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FH|entrez:2271	v0.5.0	tue_662d1e44fbfe2926a818b02be5f7a44af1a4ed219710510f971e09fd42a6e474	"[""tus_850becd686f2cbbc8c87b5aabec3f9b220930044f9479231f81438b87bd0b0d1""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000091483""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FH		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FLG|entrez:2312	v0.5.0	tue_71283c5e10e5add184cc7215403551484eacb441bd536984f92c9275978c0764	"[""tus_f97f1855dd927b8c9d031b3ec91bf1a7f65e2ba4afca97ace7af6133ff8fd084""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000143631""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FLG		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FLT3|entrez:2322	v0.5.0	tue_f94032f6a773fcb53fb323e62c10553ab9ec2ccab13d60e8e2ac9c99b24dccd5	"[""tus_dd393a6254972b423a6f02bf3de5d05cb44d899f37c2bb437620d36635eccb5b""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000122025""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FLT3		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FLT4|entrez:2324	v0.5.0	tue_1cff78e5111198af63d995b437b0d36763d9f9b0599ae747e7462f7df91432c5	"[""tus_39846b1f00a506a1442a5580bf153fc801d61a619a691bd821b21483610b24ab""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000037280""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FLT4		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FMN1|entrez:342184	v0.5.0	tue_1a2d49e79203b6af379647902a2f0d946050f68da23bd43661c1fe9abbd0f697	"[""tus_d4101d525627c23b74672177d40644c65b330195febe0c31d3168e2ddb49b212""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000248905""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FMN1		"[""other_unresolved""]"	resolved_exact		discovery
symbol:FOXP1|entrez:27086	v0.5.0	tue_370a051063e57ad3b4ffa33c828c0b4ae2f82a3832c3b8a757682e967d65b0c6	"[""tus_a71db237d51018916e8c8dbfe8949fd1d80127b7a4c1b49227f9fe0ecec214e5""]"	"[{""dataset_version"": ""TargetIntel-IO:d6e7a5748b7c"", ""inclusion_rule"": ""Frozen membership in the pre-DepMap Open Targets-derived 300-target melanoma association universe used by TargetIntel."", ""limitations"": [""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""], ""source_class"": ""opentargets_candidate"", ""source_record_id"": ""ENSG00000114861""}]"	included	"[""Open Targets-derived universe subsequently annotated by TargetIntel; membership was frozen before DepMap evaluation."", ""Original axis value unmapped was normalized to the controlled ontology value other_unresolved.""]"	FOXP1		"[""other_unresolved""]"	resolved_exact		discovery
